,屋外温度,屋外温度,屋外温度,屋外温度,屋外温度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,風速,風速,風速,風速,風速,風向,風向,風向,風向,風向,屋外日射,屋外日射,屋外日射,屋外日射,屋外日射,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）
2020/7/16 8:25,21.2,21.3,21,21.185,0.3,89,90,87,88.889,3,0,0,0,0,0,0,0,0,0,0,0.51,0.58,0.51,0.536,0.07,1160,1171,1160,1162.519,11,14.1,14.3,13.6,14.052,0.7,19.2,19.5,18.7,19.156,0.8,1.7,2,1.5,1.715,0.5,88.8,89.9,87.4,88.763,2.5,0.514,0.587,0.513,0.54,0.074
2020/7/16 8:30,20.5,21.2,20.3,20.533,0.9,89,91,87,89.185,4,0,0,0,0,0,0,0,0,0,0,0.51,0.51,0.5,0.504,0.01,1170,1174,1160,1166.148,14,13.4,14.1,13.3,13.511,0.8,18.5,19.2,18.3,18.574,0.9,1.6,2,1.3,1.589,0.7,89.2,91,87.2,89.126,3.8,0.514,0.517,0.508,0.51,0.009
2020/7/16 8:35,20.4,20.5,20.2,20.433,0.3,89,90,88,89.185,2,0,0,0,0,0,0,0,0,0,0,0.52,0.53,0.51,0.519,0.02,1171,1173,1170,1170.444,3,13.4,13.6,13.2,13.4,0.4,18.4,18.7,18.2,18.463,0.5,1.6,1.8,1.5,1.593,0.3,89.2,89.8,88.2,89.181,1.6,0.528,0.532,0.514,0.526,0.018
2020/7/16 8:40,20.4,20.7,20.3,20.478,0.4,90,91,89,89.926,2,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.52,0.53,0.03,1171,1175,1164,1170.704,11,13.5,13.9,13.3,13.574,0.6,18.6,19.1,18.3,18.67,0.8,1.5,1.6,1.3,1.474,0.3,89.9,90.8,88.5,89.926,2.3,0.551,0.551,0.527,0.535,0.024
2020/7/16 8:45,20.6,21,20.4,20.711,0.6,87,90,87,89.333,3,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.55,0.56,0.02,1171,1173,1170,1170.63,3,13.2,14,13.2,13.685,0.8,18.3,19.2,18.3,18.785,0.9,1.9,2,1.5,1.593,0.5,86.9,90.4,86.7,89.315,3.7,0.572,0.573,0.551,0.564,0.022
2020/7/16 8:50,20.9,21.1,20.5,20.793,0.6,86,90,86,88.296,4,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0.57,0.576,0.01,1168,1173,1168,1170.593,5,13.3,14,13.2,13.589,0.8,18.4,19.1,18.3,18.667,0.8,2.1,2.1,1.5,1.756,0.6,86.4,90.3,86.3,88.267,4,0.583,0.589,0.57,0.581,0.019
2020/7/16 8:55,21.4,21.4,20.9,21.256,0.5,85,88,85,86.37,3,0,0,0,0,0,0,0,0,0,0,0.57,0.58,0.57,0.571,0.01,1160,1168,1160,1160.963,8,13.6,14.1,13.3,13.704,0.8,18.7,19.2,18.4,18.811,0.8,2.4,2.4,1.8,2.126,0.6,85.4,87.8,85.3,86.344,2.5,0.572,0.583,0.572,0.575,0.011
2020/7/16 9:00,21.2,21.5,21,21.248,0.5,86,86,85,85.778,1,0,0,0,0,0,0,0,0,0,0,0.57,0.58,0.57,0.571,0.01,1162,1164,1160,1161.704,4,13.6,13.8,13.3,13.593,0.5,18.7,19,18.4,18.704,0.6,2.2,2.4,2.1,2.226,0.3,86,86.4,85.3,85.844,1.1,0.574,0.582,0.572,0.575,0.01
2020/7/16 9:05,20.7,21.3,20.5,20.996,0.8,89,89,86,87.259,3,0,0,0,0,0,0,0,0,0,0,0.55,0.57,0.55,0.559,0.02,1160,1162,1160,1161.259,2,13.6,14,13.2,13.607,0.8,18.7,19.1,18.3,18.7,0.8,1.6,2.2,1.6,1.956,0.6,88.7,89.3,85.8,87.326,3.5,0.552,0.574,0.552,0.564,0.022
2020/7/16 9:10,20.7,21.2,20.4,20.893,0.8,90,91,88,89.481,3,0,0,0,0,0,0,0,0,0,0,0.54,0.55,0.53,0.539,0.02,1170,1174,1160,1166.852,14,13.8,14.4,13.4,13.859,1,18.9,19.6,18.5,18.989,1.1,1.5,1.8,1.4,1.596,0.4,89.8,90.8,88.2,89.5,2.6,0.547,0.552,0.537,0.544,0.015
2020/7/16 9:15,20.9,21.1,20.6,20.959,0.5,89,91,88,88.889,3,0,0,0,0,0,0,0,0,0,0,0.55,0.56,0.54,0.549,0.02,1160,1171,1160,1166.667,11,13.8,14.2,13.4,13.826,0.8,18.9,19.4,18.4,18.93,1,1.7,1.8,1.4,1.689,0.4,88.8,90.8,87.5,88.815,3.3,0.559,0.561,0.547,0.555,0.014
2020/7/16 9:20,20.9,21,20.4,20.796,0.6,89,90,88,88.852,2,0,0,0,0,0,0,0,0,0,0,0.55,0.56,0.55,0.556,0.01,1162,1165,1160,1161.222,5,13.8,14,13.3,13.693,0.7,18.9,19.1,18.3,18.767,0.8,1.7,1.8,1.5,1.693,0.3,88.8,90.3,87.7,88.789,2.6,0.557,0.568,0.555,0.561,0.013
2020/7/16 9:25,20.7,21.1,20.7,20.848,0.4,88,89,87,88.259,2,0,0,0,0,0,0,0,0,0,0,0.57,0.58,0.55,0.573,0.03,1160,1165,1160,1161.37,5,13.5,13.9,13.5,13.644,0.4,18.5,19,18.5,18.704,0.5,1.8,2,1.6,1.77,0.4,87.7,89.2,87.4,88.081,1.8,0.579,0.588,0.557,0.577,0.031
2020/7/16 9:30,20.9,21.2,20.7,20.941,0.5,88,90,87,88.148,3,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0.56,0.567,0.02,1160,1165,1160,1161.444,5,13.6,14.2,13.4,13.7,0.8,18.7,19.4,18.5,18.789,0.9,1.8,2,1.5,1.8,0.5,87.8,89.8,86.7,88.063,3.1,0.582,0.582,0.563,0.572,0.019
2020/7/16 9:35,21.5,21.5,20.6,21.041,0.9,86,89,86,87.296,3,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.58,0.624,0.1,1162,1164,1160,1160.889,4,13.8,13.9,13.2,13.659,0.7,19,19,18.3,18.748,0.7,2.2,2.2,1.7,1.952,0.5,85.8,89.3,85.8,87.356,3.5,0.683,0.683,0.582,0.629,0.101
2020/7/16 9:40,21.6,22.1,21.5,21.744,0.6,84,86,84,84.63,2,0,0,0,0,0,0,0,0,0,0,0.67,0.69,0.67,0.683,0.02,1160,1164,1160,1160.704,4,13.4,14.2,13.4,13.841,0.8,18.5,19.4,18.5,18.97,0.9,2.7,2.7,2.2,2.478,0.5,83.6,86.4,83.6,84.626,2.8,0.675,0.693,0.675,0.688,0.018
2020/7/16 9:45,21.8,21.9,21.2,21.589,0.7,83,84,83,83.037,1,0,0,0,0,0,0,0,0,0,0,0.66,0.67,0.65,0.657,0.02,1160,1163,1160,1160.815,3,13.6,13.8,13.1,13.433,0.7,18.7,18.9,18.1,18.496,0.8,2.7,2.8,2.6,2.7,0.2,83.2,83.6,82.7,83.141,0.9,0.664,0.675,0.656,0.662,0.019
2020/7/16 9:50,22.5,22.5,21.8,22.181,0.7,82,85,81,83.185,4,0,0,0,0,0,0,0,0,0,0,0.59,0.66,0.59,0.638,0.07,1160,1163,1160,1161.222,3,14.1,14.3,13.6,13.974,0.7,19.2,19.5,18.7,19.119,0.8,3,3.2,2.5,2.789,0.7,81.5,85.4,81.4,83.237,4,0.598,0.665,0.598,0.643,0.067
2020/7/16 9:55,22.2,22.6,22.2,22.348,0.4,83,84,82,83,2,0,0,0,0,0,0,0,0,0,0,0.62,0.62,0.58,0.602,0.04,1160,1164,1160,1161.667,4,14,14.5,13.9,14.119,0.6,19.1,19.7,19,19.252,0.7,2.8,3,2.7,2.826,0.3,82.5,84.4,81.5,82.9,2.9,0.627,0.627,0.58,0.605,0.047
2020/7/16 10:00,22.6,22.6,22.2,22.374,0.4,84,84,81,82.519,3,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0.62,0.664,0.09,1152,1164,1151,1156.037,13,14.5,14.5,13.8,14.041,0.7,19.7,19.7,18.9,19.167,0.8,2.7,3.2,2.7,2.922,0.5,83.8,84.4,80.8,82.426,3.6,0.713,0.713,0.627,0.667,0.086
2020/7/16 10:05,23,23.1,22.6,22.863,0.5,81,84,80,81.63,4,0,0,0,0,0,0,0,0,0,0,0.72,0.73,0.71,0.723,0.02,1151,1163,1151,1154.889,12,14.3,14.7,13.8,14.304,0.9,19.5,19.9,18.9,19.474,1,3.3,3.5,2.7,3.185,0.8,80.6,84.4,80.4,81.433,4,0.726,0.737,0.713,0.728,0.024
2020/7/16 10:10,22.8,23.4,22.5,23.007,0.9,81,82,78,79.786,4,0,0,0,0,0,0,0,0,0,0,0.65,0.72,0.65,0.672,0.07,1151,1153,1151,1151.643,2,14.2,14.7,13.4,14.129,1.3,19.3,19.9,18.4,19.261,1.5,3.3,3.9,3.1,3.536,0.8,80.8,81.7,77.8,79.807,3.9,0.651,0.726,0.651,0.677,0.075
2020/7/16 10:15,22.5,23,22.1,22.715,0.9,83,84,80,81.815,4,0,0,0,0,0,0,0,0,0,0,0.64,0.65,0.62,0.632,0.03,1151,1162,1151,1152.963,11,14.2,14.6,13.5,14.204,1.1,19.4,19.8,18.6,19.374,1.2,2.9,3.5,2.7,3.111,0.8,83.2,83.9,80.4,81.848,3.5,0.642,0.651,0.622,0.637,0.029
2020/7/16 10:20,22.5,22.7,22.1,22.426,0.6,82,84,80,81.778,4,0,0,0,0,0,0,0,0,0,0,0.66,0.66,0.63,0.639,0.03,1151,1154,1151,1151.667,3,14.1,14.6,13.5,13.963,1.1,19.2,19.8,18.6,19.081,1.2,3,3.3,2.7,3.059,0.6,82.1,83.6,80.4,81.711,3.2,0.66,0.66,0.637,0.644,0.023
2020/7/16 10:25,22.7,22.8,22.3,22.633,0.5,80,83,80,81.333,3,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0.66,0.68,0.05,1151,1152,1141,1146.556,11,13.9,14.3,13.5,14.067,0.8,19,19.5,18.6,19.2,0.9,3.4,3.4,2.9,3.189,0.5,80.4,82.6,79.9,81.263,2.7,0.715,0.715,0.66,0.684,0.055
2020/7/16 10:30,23.5,23.6,22.6,23.122,1,78,82,78,79.852,4,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.71,0.735,0.04,1142,1153,1142,1151.259,11,14.2,14.7,13.6,14.219,1.1,19.4,19.9,18.7,19.378,1.2,4,4,3.1,3.559,0.9,78.4,81.9,78.4,79.811,3.5,0.752,0.752,0.715,0.74,0.037
2020/7/16 10:35,23.9,23.9,23.1,23.5,0.8,79,82,76,78.444,6,0,0,0,0,0,0,0,0,0,0,0.75,0.78,0.75,0.77,0.03,1151,1152,1141,1146.926,11,14.8,15.1,13.9,14.322,1.2,20,20.3,19,19.485,1.3,3.9,4.4,3.3,3.9,1.1,79.2,81.5,76,78.411,5.5,0.757,0.788,0.75,0.776,0.038
2020/7/16 10:40,23.6,24,23.1,23.622,0.9,77,79,75,77.037,4,0,0,0,0,0,0,0,0,0,0,0.73,0.75,0.68,0.71,0.07,1141,1153,1141,1150.37,12,14.1,14.8,13.4,14.174,1.4,19.3,20,18.5,19.33,1.5,4.2,4.6,3.9,4.2,0.7,77,79.2,74.8,76.967,4.4,0.735,0.757,0.683,0.715,0.074
2020/7/16 10:45,23.5,24,23.2,23.548,0.8,79,79,76,77.333,3,0,0,0,0,0,0,0,0,0,0,0.74,0.77,0.73,0.745,0.04,1141,1142,1141,1141.296,1,14.4,14.7,13.6,14.144,1.1,19.6,19.9,18.7,19.311,1.2,3.8,4.5,3.8,4.13,0.7,78.7,78.7,75.5,77.144,3.2,0.744,0.773,0.732,0.75,0.041
2020/7/16 10:50,24.5,24.5,23.5,23.985,1,77,80,76,77.593,4,0,0,0,0,0,0,0,0,0,0,0.82,0.88,0.74,0.787,0.14,1142,1153,1141,1145.778,12,15,15,14.2,14.596,0.8,20.2,20.2,19.4,19.796,0.8,4.4,4.6,3.6,4.178,1,77,79.5,75.6,77.5,3.9,0.822,0.888,0.744,0.792,0.144
2020/7/16 10:55,24.6,24.7,24.1,24.526,0.6,76,78,74,75.63,4,0,0,0,0,0,0,0,0,0,0,0.83,0.83,0.74,0.778,0.09,1142,1143,1141,1141.481,2,14.9,15.2,14.2,14.73,1,20.1,20.5,19.4,19.952,1.1,4.7,5,4.2,4.715,0.8,75.5,78.3,74.4,75.504,3.9,0.831,0.832,0.749,0.782,0.083
2020/7/16 11:00,23.5,24.6,23.5,24.1,1.1,77,79,74,76.852,5,0,0,0,0,0,0,0,0,0,0,0.77,0.83,0.61,0.714,0.22,1145,1152,1141,1144.852,11,14.1,15.2,14,14.57,1.2,19.2,20.4,19.2,19.763,1.2,4.2,4.9,3.9,4.374,1,77.3,79.4,74,76.744,5.4,0.772,0.834,0.613,0.718,0.221
2020/7/16 11:05,23.9,24.1,23.3,23.778,0.8,77,79,76,77.444,3,0,0,0,0,0,0,0,0,0,0,0.73,0.77,0.61,0.731,0.16,1141,1148,1141,1142.148,7,14.4,14.9,13.9,14.381,1,19.6,20.1,19,19.567,1.1,4.3,4.4,3.9,4.156,0.5,76.5,78.6,76,77.207,2.6,0.73,0.776,0.615,0.735,0.161
2020/7/16 11:10,24.2,24.4,23.9,24.17,0.5,77,80,74,76.593,6,0,0,0,0,0,0,0,0,0,0,0.68,0.73,0.68,0.702,0.05,1142,1143,1141,1141.259,2,14.7,15.4,13.9,14.589,1.5,19.9,20.6,19.1,19.789,1.5,4.4,4.9,3.8,4.43,1.1,76.5,79.5,74.4,76.5,5.1,0.684,0.73,0.684,0.707,0.046
2020/7/16 11:15,23.9,24.2,23.7,23.981,0.5,77,78,75,76.667,3,0,0,0,0,0,0,0,0,0,0,0.66,0.68,0.65,0.662,0.03,1141,1143,1141,1141.444,2,14.4,14.8,14,14.422,0.8,19.6,20,19.2,19.622,0.8,4.3,4.7,4.1,4.348,0.6,76.6,78.1,75.4,76.504,2.7,0.664,0.686,0.651,0.666,0.035
2020/7/16 11:20,23.5,23.9,22.9,23.448,1,79,80,77,78.074,3,0,0,0,0,0,0,0,0,0,0,0.62,0.68,0.62,0.662,0.06,1141,1152,1131,1139.481,21,14.4,15,13.6,14.2,1.4,19.6,20.2,18.7,19.363,1.5,3.8,4.3,3.5,3.952,0.8,78.6,79.9,76.6,78.03,3.3,0.625,0.681,0.625,0.667,0.056
2020/7/16 11:25,23.2,23.5,22.9,23.204,0.6,82,82,78,78.593,4,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.62,0.666,0.06,1142,1143,1141,1141.444,2,14.7,14.7,13.7,14.085,1,19.9,19.9,18.8,19.222,1.1,3.2,4,3.2,3.811,0.8,82.1,82.1,77.5,78.433,4.6,0.681,0.685,0.625,0.67,0.06
2020/7/16 11:30,23.6,23.7,23.1,23.419,0.6,79,83,77,78.481,6,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0.67,0.687,0.04,1141,1142,1141,1141.444,1,14.5,14.9,13.9,14.23,1,19.7,20.1,19,19.404,1.1,3.8,4.2,3,3.885,1.2,79.1,82.5,77.3,78.43,5.2,0.715,0.715,0.678,0.69,0.037
2020/7/16 11:35,22.9,23.6,22.9,23.344,0.7,78,79,77,78,2,0,0,0,0,0,0,0,0,0,0,0.71,0.72,0.71,0.71,0.01,1141,1143,1141,1141.296,2,13.7,14.5,13.7,14.1,0.8,18.8,19.7,18.8,19.248,0.9,3.8,4.2,3.8,3.952,0.4,77.8,79.1,76.9,77.867,2.2,0.714,0.72,0.713,0.716,0.007
2020/7/16 11:40,22.9,23.4,22.5,22.796,0.9,79,80,78,78.667,2,0,0,0,0,0,0,0,0,0,0,0.68,0.71,0.68,0.696,0.03,1151,1153,1141,1148.704,12,13.9,14.3,13.4,13.715,0.9,19,19.5,18.4,18.815,1.1,3.7,4,3.4,3.693,0.6,78.8,79.5,77.5,78.585,2,0.681,0.714,0.681,0.7,0.033
2020/7/16 11:45,23.7,23.7,22.9,23.211,0.8,79,79,78,78.519,1,0,0,0,0,0,0,0,0,0,0,0.68,0.69,0.67,0.68,0.02,1141,1152,1141,1148.667,11,14.6,14.6,13.8,14.081,0.8,19.8,19.8,18.9,19.219,0.9,3.8,4,3.7,3.826,0.3,79.1,79.4,77.5,78.541,1.9,0.684,0.695,0.678,0.684,0.017
2020/7/16 11:50,23.4,24.1,23.4,23.878,0.7,77,79,76,77.296,3,0,0,0,0,0,0,0,0,0,0,0.67,0.69,0.67,0.68,0.02,1142,1143,1141,1141.481,2,14,14.8,13.9,14.444,0.9,19.1,20,19,19.637,1,4.1,4.5,3.8,4.207,0.7,76.9,79.4,75.5,77.233,3.9,0.676,0.694,0.676,0.684,0.018
2020/7/16 11:55,23.6,23.6,22.5,23,1.1,78,81,77,79.037,4,0,0,0,0,0,0,0,0,0,0,0.68,0.7,0.65,0.674,0.05,1142,1142,1141,1141.333,1,14.3,14.8,13.6,13.989,1.2,19.5,20,18.7,19.107,1.3,4,4.1,3.2,3.659,0.9,78.2,81.2,76.9,79.085,4.3,0.684,0.7,0.654,0.68,0.046
2020/7/16 12:00,23.8,24.1,23.6,23.826,0.5,76,80,76,77.852,4,0,0,0,0,0,0,0,0,0,0,0.65,0.68,0.65,0.664,0.03,1142,1143,1141,1141.481,2,14.1,15,14.1,14.493,0.9,19.3,20.2,19.3,19.693,0.9,4.4,4.5,3.7,4.096,0.8,76,79.5,76,77.737,3.5,0.653,0.684,0.653,0.669,0.031
2020/7/16 12:05,23.6,23.9,23,23.489,0.9,78,78,76,76.852,2,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0.65,0.66,0.02,1141,1142,1141,1141.481,1,14.3,14.4,13.4,14.015,1,19.5,19.6,18.5,19.163,1.1,4,4.4,4,4.189,0.4,77.5,78.1,75.9,76.763,2.2,0.671,0.673,0.651,0.663,0.022
2020/7/16 12:10,23.6,23.6,23.2,23.363,0.4,78,78,77,77.333,1,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0.66,0.687,0.05,1141,1143,1141,1141.407,2,14.3,14.3,13.8,14.019,0.5,19.5,19.5,18.9,19.13,0.6,4,4.2,3.9,4.059,0.3,77.5,78.1,76.9,77.259,1.2,0.715,0.715,0.661,0.691,0.054
2020/7/16 12:15,24.7,24.9,23.6,24.371,1.3,77,78,73,75.25,5,0,0,0,0,0,0,0,0,0,0,0.72,0.74,0.71,0.726,0.03,1131,1142,1131,1136.571,11,15.1,15.1,14.2,14.5,0.9,20.4,20.4,19.4,19.704,1,4.5,5.3,4,4.75,1.3,76.9,77.6,73.1,75.121,4.5,0.728,0.744,0.715,0.731,0.029
2020/7/16 12:20,24.2,25,24.2,24.737,0.8,74,77,72,73.148,5,0,0,0,0,0,0,0,0,0,0,0.73,0.73,0.71,0.726,0.02,1141,1141,1131,1131.963,10,14.1,15.2,13.9,14.4,1.3,19.3,20.5,19,19.574,1.5,4.9,5.5,4.5,5.237,1,74,77.1,72.1,73.119,5,0.738,0.738,0.718,0.73,0.02
2020/7/16 12:25,24,24.2,23.5,23.833,0.7,75,78,74,76.148,4,0,0,0,0,0,0,0,0,0,0,0.71,0.73,0.71,0.721,0.02,1141,1142,1141,1141.333,1,14.1,14.7,13.7,14.181,1,19.3,19.9,18.8,19.367,1.1,4.7,4.9,4,4.419,0.9,75,78.1,74,76.059,4.1,0.715,0.738,0.713,0.725,0.025
2020/7/16 12:30,24.2,24.5,24,24.252,0.5,75,77,74,74.778,3,0,0,0,0,0,0,0,0,0,0,0.7,0.72,0.7,0.709,0.02,1131,1142,1131,1138.704,11,14.3,14.7,13.9,14.307,0.8,19.5,19.9,19.1,19.507,0.8,4.7,5,4.4,4.785,0.6,74.5,76.9,73.7,74.815,3.2,0.705,0.722,0.704,0.714,0.018
2020/7/16 12:35,24.6,24.6,23.7,24.111,0.9,75,76,74,75.296,2,0,0,0,0,0,0,0,0,0,0,0.68,0.7,0.68,0.686,0.02,1131,1142,1131,1134.889,11,14.7,14.7,13.9,14.27,0.8,19.9,19.9,19,19.467,0.9,4.9,5,4.4,4.652,0.6,74.8,75.9,74,75.122,1.9,0.68,0.705,0.68,0.69,0.025
2020/7/16 12:40,24.4,25,24.4,24.796,0.6,75,76,73,74.296,3,0,0,0,0,0,0,0,0,0,0,0.69,0.7,0.68,0.689,0.02,1131,1134,1131,1131.481,3,14.5,15,14.3,14.693,0.7,19.7,20.3,19.4,19.907,0.9,4.8,5.4,4.7,5.048,0.7,74.7,75.5,73.1,74.193,2.4,0.698,0.703,0.68,0.694,0.023
2020/7/16 12:45,24.9,25,24.2,24.637,0.8,74,77,73,74.704,4,0,0,0,0,0,0,0,0,0,0,0.69,0.7,0.69,0.694,0.01,1131,1134,1131,1131.444,3,14.7,15.1,14.1,14.648,1,19.9,20.4,19.3,19.859,1.1,5.1,5.4,4.5,4.93,0.9,73.6,76.5,73.1,74.637,3.4,0.695,0.704,0.695,0.698,0.009
2020/7/16 12:50,24.1,25.1,23.9,24.541,1.2,76,76,72,73.704,4,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.69,0.694,0.01,1131,1134,1131,1131.481,3,14.4,14.9,13.8,14.348,1.1,19.6,20.1,19,19.526,1.1,4.5,5.6,4.5,5.093,1.1,75.5,75.9,72.1,73.57,3.8,0.709,0.709,0.693,0.699,0.016
2020/7/16 12:55,24.7,24.7,23.7,24.196,1,73,76,73,75.111,3,0,0,0,0,0,0,0,0,0,0,0.72,0.73,0.7,0.718,0.03,1132,1142,1131,1134.481,11,14.4,14.8,13.9,14.326,0.9,19.5,20,19,19.507,1,5.3,5.3,4.4,4.722,0.9,73.1,76,73.1,75.044,2.9,0.728,0.73,0.709,0.723,0.021
2020/7/16 13:00,25,25.2,24.5,24.763,0.7,74,77,72,73.815,5,0,0,0,0,0,0,0,0,0,0,0.71,0.73,0.71,0.724,0.02,1132,1134,1131,1131.519,3,14.8,15.1,14.1,14.57,1,20,20.4,19.2,19.748,1.2,5.2,5.5,4.5,5.137,1,74,76.6,72.1,73.781,4.5,0.719,0.737,0.719,0.727,0.018
2020/7/16 13:05,24.6,25.4,24.6,25.059,0.8,73,75,72,73.259,3,0,0,0,0,0,0,0,0,0,0,0.72,0.72,0.71,0.715,0.01,1131,1134,1131,1131.593,3,14.3,15.2,14.2,14.722,1,19.4,20.4,19.4,19.919,1,5.2,5.7,5,5.33,0.7,73.2,75.1,72.1,73.167,3,0.722,0.723,0.716,0.719,0.007
2020/7/16 13:10,24.6,25.4,24.2,24.826,1.2,74,75,72,73.593,3,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0.72,0.734,0.04,1131,1142,1131,1134.889,11,14.5,15,14.1,14.581,0.9,19.7,20.2,19.3,19.778,0.9,5,5.7,4.8,5.193,0.9,73.9,75.1,72.2,73.57,2.9,0.765,0.765,0.722,0.737,0.043
2020/7/16 13:15,25.2,25.3,24.3,24.824,1,74,76,73,74.68,3,0,0,0,0,0,0,0,0,0,0,0.77,0.79,0.76,0.775,0.03,1123,1142,1123,1136.92,19,15,15.3,14.4,14.796,0.9,20.2,20.5,19.6,20.028,0.9,5.2,5.4,4.6,4.98,0.8,73.6,75.9,73.4,74.596,2.5,0.772,0.791,0.765,0.78,0.026
2020/7/16 13:20,25.7,26,25,25.607,1,73,77,72,73.75,5,0,0,0,0,0,0,0,0,0,0,0.72,0.77,0.72,0.733,0.05,1121,1134,1121,1126.536,13,15.3,16,14.8,15.354,1.2,20.5,21.3,20,20.561,1.3,5.6,5.8,4.7,5.425,1.1,73.3,76.9,72.1,73.707,4.8,0.72,0.772,0.72,0.736,0.052
2020/7/16 13:25,25.4,26.2,25.3,25.722,0.9,73,75,71,72.444,4,0,0,0,0,0,0,0,0,0,0,0.69,0.72,0.69,0.7,0.03,1121,1124,1121,1121.778,3,15,16.2,14.7,15.185,1.5,20.2,21.4,19.9,20.411,1.5,5.5,6.2,5.2,5.744,1,72.8,74.8,71.1,72.481,3.7,0.693,0.72,0.693,0.705,0.027
2020/7/16 13:30,24.8,25.4,24.2,24.807,1.2,76,77,73,74.63,4,0,0,0,0,0,0,0,0,0,0,0.68,0.69,0.67,0.683,0.02,1123,1132,1121,1123.556,11,15,15.3,14.4,14.774,0.9,20.3,20.5,19.6,19.981,0.9,4.7,5.5,4.5,5,1,76,76.6,72.6,74.578,4,0.68,0.695,0.678,0.687,0.017
2020/7/16 13:35,25.2,25.3,24.5,24.87,0.8,74,77,74,75.63,3,0,0,0,0,0,0,0,0,0,0,0.66,0.68,0.66,0.665,0.02,1121,1124,1121,1122.037,3,15,15.7,14.6,15.03,1.1,20.2,21,19.8,20.281,1.2,5.2,5.3,4.4,4.811,0.9,74.4,77.3,74,75.478,3.3,0.666,0.681,0.664,0.67,0.017
2020/7/16 13:40,24.4,25.5,24.2,25.1,1.3,75,75,72,73.963,3,0,0,0,0,0,0,0,0,0,0,0.64,0.67,0.64,0.653,0.03,1121,1124,1121,1122,3,14.5,15.4,14.1,14.911,1.3,19.7,20.6,19.3,20.107,1.3,4.8,5.7,4.7,5.215,1,75.1,75.3,72.1,73.978,3.2,0.647,0.67,0.647,0.657,0.023
2020/7/16 13:45,24.9,24.9,24.3,24.619,0.6,76,78,75,75.741,3,0,0,0,0,0,0,0,0,0,0,0.63,0.65,0.63,0.637,0.02,1123,1124,1121,1121.444,3,15.1,15.3,14.4,14.826,0.9,20.4,20.6,19.6,20.067,1,4.7,4.9,4.2,4.711,0.7,75.6,78.4,74.5,75.622,3.9,0.632,0.652,0.63,0.641,0.022
2020/7/16 13:50,24.6,25,24,24.574,1,78,79,75,76.704,4,0,0,0,0,0,0,0,0,0,0,0.6,0.63,0.59,0.608,0.04,1123,1132,1121,1122.778,11,15.2,15.4,14.3,14.963,1.1,20.5,20.7,19.5,20.215,1.2,4.3,5,4,4.511,1,78,79.1,74.8,76.648,4.3,0.601,0.633,0.598,0.611,0.035
2020/7/16 13:55,24,24.7,23.7,24.485,1,79,80,77,78.185,3,0,0,0,0,0,0,0,0,0,0,0.61,0.61,0.6,0.601,0.01,1123,1124,1121,1121.889,3,14.7,15.7,14.4,15.163,1.3,19.9,21,19.6,20.415,1.4,4.1,4.5,3.9,4.211,0.6,78.6,79.9,77,77.896,2.9,0.613,0.613,0.6,0.603,0.013
2020/7/16 14:00,24.3,24.5,24,24.304,0.5,79,80,76,77.741,4,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.61,0.618,0.03,1123,1124,1121,1122,3,15.1,15.4,14.5,14.956,0.9,20.3,20.6,19.7,20.156,0.9,4.2,4.6,3.8,4.244,0.8,78.6,80,76,77.707,4,0.644,0.645,0.61,0.623,0.035
2020/7/16 14:05,24.1,24.6,23.8,24.252,0.8,77,79,76,76.963,3,0,0,0,0,0,0,0,0,0,0,0.66,0.67,0.64,0.648,0.03,1121,1124,1121,1122.148,3,14.6,15.3,14.2,14.741,1.1,19.8,20.5,19.4,19.941,1.1,4.3,4.6,4,4.378,0.6,77.1,78.6,76,76.885,2.6,0.667,0.67,0.642,0.652,0.028
